2 6.785564693 2.921875 4.392237417
4 1.277241627 4.689517021 11.70642827
8 0.08279366747 0.05362153207 0.004863072644
16 -0.01241696034 0.02116241575 0.0003010133816
32 -0.01934625388 0.01276179147 0.0002685645936
64 -0.02090856053 0.01069633114 0.0002757817386
128 -0.02133150813 0.01021196398 0.0002796500965
256 -0.02144350195 0.01009770355 0.0002808848865
512 -0.02147236501 0.0100702019 0.0002812268554
1024 -0.0214796918 0.01006347322 0.0002813164573
2048 -0.02148153749 0.01006181028 0.000281339367
4096 -0.02148200066 0.010061397 0.0002813451578
8192 -0.02148211667 0.01006129399 0.0002813466133
16384 -0.02148214571 0.01006126827 0.0002813469782
