50 0.69 0.167977671755 0.000557533563638
50 0.68 0.180446279804 0.000598580719936
50 0.67 0.192065226451 0.000699077070069
50 0.66 0.204623064976 0.000722541305011
50 0.65 0.221029766916 0.000643373012359
50 0.64 0.234815010792 0.000815845369839
50 0.63 0.254453045044 0.000790726087299
50 0.62 0.270529317945 0.000807878215737
50 0.61 0.290721028672 0.00094047685302
50 0.6 0.313711167899 0.00108693010597
50 0.59 0.33790786764 0.00114851958313
50 0.58 0.363027473838 0.00130856211829
50 0.57 0.39185799892 0.00119468699329
50 0.56 0.425278987694 0.00163285049756
50 0.55 0.459635801449 0.00169557499958
50 0.54 0.501423308109 0.00164514322805
50 0.53 0.543722174789 0.00186018536162
50 0.52 0.598375635543 0.00201642343126
50 0.51 0.657131454796 0.00247228298661
50 0.5 0.725333315109 0.00257265351587
50 0.49 0.812424085855 0.00374459052874
50 0.48 0.916183417766 0.0036692011549
50 0.47 1.05783937868 0.00510621506857
50 0.46 1.2452276829 0.00613915119232
50 0.45 1.58028074145 0.00902409796579
50 0.44 2.06279034601 0.0152781691063
50 0.43 1.80465351376 0.0134790742444
50 0.42 1.24790784982 0.0105652655814
50 0.41 0.966941115561 0.0110022205599
50 0.4 0.880839626092 0.0111502279765
50 0.39 0.746170477334 0.00863825674364
50 0.38 0.690247542818 0.00842009524572
50 0.37 0.587537783048 0.00715411349414
50 0.36 0.51557529786 0.00619589944272
50 0.35 0.482974043733 0.00660960101313
50 0.34 0.422665814478 0.00598900025046
50 0.33 0.377894445827 0.00480047198505
50 0.32 0.339397008523 0.00406659919672
50 0.31 0.326375659278 0.00470875497806
50 0.3 0.271756829 0.00379493714246
50 0.29 0.253714665499 0.00315819618389
50 0.28 0.238075804971 0.00316065783303
50 0.27 0.218932050128 0.0028587777424
50 0.26 0.17497366207 0.00220090638677
50 0.25 0.166606319575 0.00229751838659
